ID,firm_id,company_name,condensed_name,main,legal,address_1,address_2,city,state,zip,zip_4,phone,email,url
13,14.0,Albrechts,albrechts,True,True,,,,,,,,office@asphaltmn.com,http://www.facebook.com/asphaltmn
14,18.0,Andersen Corporation,andersencorporation,True,True,680 Cleveland Ave S,,Saint Paul,MN,55116.0,1218.0,6516901567.0,sales@act-asphaltspecialties.com,
15,18.0,Andersen Windows Inc,andersenwindowsinc,False,False,100 4th Ave N,,Bayport,MN,55003.0,1096.0,6126901567.0,ed@6514841696.com,http://www.adt.com
16,18.0,Emco Enterprises Inc,emcoenterprisesinc,False,False,39811 Golden Ave,,North Branch,MN,55056.0,,9529278808.0,erik@act-asphaltspecialties.com,http://www.amfam.com
17,,,,,,13118 Tyler St NE,,Blaine,MN,55434.0,3240.0,,consumeraffairs@amfam.com,http://www.stanthonyautorepair.com/
18,18.0,Eagle Window and Door,eaglewindowanddoor,False,False,547 County Road E W Ste 205,,Shoreview,MN,55126.0,7049.0,8888887020.0,jtuzun@amfam.com,http://www.autoelectricmn.com
19,19.0,Appearance Reconditioning Co.,appearancereconditioningco,True,True,,,,,,,,,http://www.citywideinsul.com
20,22.0,A.C.T.  Asphalt Specialties Company,actasphaltspecialtiescompany,False,False,430 Industrial Blvd NE,,Minneapolis,MN,55413.0,2979.0,,ehledoux@helixhca.com,http://www.aquacityplumbing.com
21,22.0,A C T Specialties,actspecialties,False,False,5910 Rice Creek Pkwy STE 700,,Shoreview,MN,55126.0,5023.0,,jgeyen@citywideinsul.com,http://www.aaalabor.com
22,22.0,Asphalt Specialties Company,asphaltspecialtiescompany,True,True,1 Town Center Rd,,Boca Raton,FL,33486.0,1002.0,,jodytravelagent@yahoo.com,
23,,,,,,14200 E Exposition Ave Stop 2,Accounts Payable-,Aurora,CO,80012.0,2540.0,,info@aquacityplumbing.com,
24,29.0,Anderson Ladd Floors,andersonladdfloors,False,False,14200 E. Exposition Ave.,,Aurora,CO,80012.0,2540.0,,service@AquaCityPlumbing.com,http://andyandgeorgesautoservice.com/
25,29.0,Anderson-Ladd,andersonladd,False,False,PO Box 310700,,Boca Raton,FL,33431.0,700.0,7635593292.0,dave@aquacityplumbing.com,http://www.morriescadillac.com
26,29.0,Haldeman Homme Inc,haldemanhommeinc,False,False,4411 Beacon Cir Ste 4,,West Palm Beach,FL,33407.0,3270.0,7633508716.0,support@aaalabor.com,http://www.apartmentmartmn.com
27,,,,,,6131 Blue Circle Dr,,Eden Prairie,MN,55343.0,9108.0,6514841696.0,sjzimmer@aaalabor.com,
28,30.0,A D T Security Services,adtsecurityservices,False,False,PO Box 9462,,Minneapolis,MN,55440.0,9462.0,,,http://www.allpoolside.com
29,30.0,American District Telegraph,americandistricttelegraph,False,False,PO Box 9436,,Minneapolis,MN,55440.0,9436.0,6124368589.0,,http://www.facebook.com/Allpoolside
30,30.0,ADT Security Services,adtsecurityservices,False,False,,,,,,,,aganto@goldengate.net,http://www.animalinnpetresort.net
31,30.0,"ADT, LLC",adtllc,True,True,3009 37th Ave NE,,St Anthony,MN,55421.0,4301.0,6123314880.0,agauto@goldengate.net,http://www.facebook.com/pages/Animal-Inn-Pet-Resort-Spa/150482981654331
32,31.0,American Family Insurance Group - Headquarters,americanfamilyinsurancegroupheadquarters,True,True,3800 W Broadway Ave,,Minneapolis,MN,55422.0,2208.0,6519170000.0,,http://twitter.com/AnimalInnPetRes
33,31.0,American Family Mutual Insurance Company,americanfamilymutualinsurancecompany,False,False,,,,,,,8002387870.0,patrick.kyes@morries.com,http://www.moundsview.abbeycarpet.com
34,31.0,American Family Insurance,americanfamilyinsurance,False,False,6600 France Ave S Ste 164,,Minneapolis,MN,55435.0,1802.0,6513390987.0,cindy.robin@morriesclassiccars.com,http://www.allstatetreemn.com/
35,32.0,North Land Auto Repair Inc,northlandautorepairinc,True,True,84 S 9th St,,Minneapolis,MN,55402.0,,6082492111.0,aiari@aol.com,http://www.cbsainc.com
36,33.0,Auto Electric Co,autoelectricco,True,True,,,,,,,9529334446.0,info@poolside.biz,http://www.meritain.com
37,34.0,Allied Hearing Services,alliedhearingservices,True,True,,,,,,,8668814318.0,randerson@poolside.biz,http://www.associatedconsultantsusa.com
38,34.0,Helix Corporation,helixcorporation,False,False,PO Box 298,,Shakopee,MN,55379.0,298.0,6082424100.0,dsheridan@poolside.biz,http://www.advancecos.com
39,34.0,Helix Hearing Care of America,helixhearingcareofamerica,False,False,1725 3rd Ave W,,Shakopee,MN,55379.0,1018.0,8006926326.0,info@animalinnpetresort.net,http://www.andersencabinet.com
40,36.0,"Anderson Insulation, Inc.",andersoninsulationinc,False,False,6834 11th Ave SW,PO Box 1024,Rochester,MN,55902.0,2500.0,6127889087.0,john@abbeymv.com,https://www.apollonowmn.com/
41,36.0,City Wide Insulation Inc,citywideinsulationinc,True,True,339 8th St NW,,Saint Paul,MN,55112.0,2745.0,6122933978.0,peter@giesecarpet.com,https://www.asphaltdrivewayco.com
42,36.0,Carnahan City-Wide Insulation Inc,carnahancitywideinsulationinc,False,True,5428 Nicollet Ave,,Minneapolis,MN,55419.0,1928.0,,kathy@abbeymv.com,
43,37.0,All Star Travel Inc,allstartravelinc,True,True,6045 Pillsbury Ave S,,Minneapolis,MN,55419.0,2328.0,4506746161.0,info@allstatetreemn.com,http://www.augsburgfortress.org
44,43.0,"Aqua City Plumbing, Inc.",aquacityplumbinginc,True,True,7701 Pillsbury Ave S,,Minneapolis,MN,55423.0,4121.0,9529290501.0,lhemmer@cbsainc.com,http://www.artmaterialsonline.com
45,43.0,Aqua City Plumbing & Heating,aquacityplumbingandheating,False,False,1908 Chicago Ave,,Minneapolis,MN,55404.0,1928.0,,cbsaa@cbsainc.com,http://www.artsuppliesonline.com
46,46.0,AAA Labor,aaalabor,True,True,,,,,,,6127241272.0,,http://www.acordia.com
47,46.0,AAA Employment Service,aaaemploymentservice,False,False,,,,,,,9524451387.0,khaug@advancecos.com,http://www.wellsfargo.com
48,,,,,,,,,,,,5072811311.0,srousslang@advancecos.com,https://www.brausenauto.com
49,,,,,,521 W 90th St,,Bloomington,MN,55420.0,3515.0,8009579994.0,mikem@andersencabinet.com,https://www.rollxvans.com
50,,,,,,7400 Wayzata Blvd,,Golden Valley,MN,55426.0,1673.0,6516364644.0,,
51,,,,,,,,,,,,6128272871.0,,http://www.associated-hearing.com
52,49.0,"Andy & George's Auto Service Center, Inc.",andyandgeorgesautoservicecenterinc,True,True,PO Box 24258,,Minneapolis,MN,55424.0,258.0,6123334948.0,,
53,49.0,"CNS Enterprises MN, Inc.",cnsenterprisesmninc,False,False,5621 Knox Ave S,,Minneapolis,MN,55419.0,1505.0,9528970032.0,,http://www.armorsecurity.com
54,50.0,Morrie's Cadillac,morriescadillac,False,True,2904 E 35th St,,Minneapolis,MN,55406.0,2605.0,9528819655.0,rexhanson2003@aol.com,http://www.bobandcarls.com
55,51.0,Apartment Mart,apartmentmart,True,True,121 County Road C E,,Little Canada,MN,55117.0,1350.0,9529425144.0,state@visi.com,https://www.bergerallied.com
56,53.0,Alexander's Import Auto Repair,alexandersimportautorepair,True,True,1960 Cliff Lake Rd Ste 126,,Eagan,MN,55122.0,2439.0,9529262845.0,sales@asphaltdrivewayco.com,http://www.BesterBros.com
57,54.0,"All Poolside Services, Inc.",allpoolsideservicesinc,True,True,,,,,,,9524744277.0,rchorlton@asphaltdrivewayco.com,http://www.bolander.com
58,54.0,Poolside,poolside,False,False,1251 Washington Ave N,,Minneapolis,MN,55401.0,1036.0,7635459168.0,credit@augsburgfortress.org,
59,56.0,Animal Inn Pet Resort & Spa Inc.,animalinnpetresortandspainc,True,True,2222 Highway 10,,Mounds View,MN,55112.0,2491.0,6516991341.0,rect@augsburgfortress.org,http://www.bonfesauto.com
60,58.0,Appliance Parts Inc,appliancepartsinc,True,True,,,,,,,6516991625.0,jbrown@artmaterialsonline.com,https://www.buildersandremodelers.com
61,60.0,Abbey Carpet of Mounds View,abbeycarpetofmoundsview,False,False,7510 Jackson St NE,,Minneapolis,MN,55432.0,3211.0,6128226596.0,keith.burkhardt@wellsfargoservices.com,http://www.BoehmHeatingCo.com
62,60.0,Giese Carpet LLC,giesecarpetllc,False,False,7600 Highway 65 NE,,Fridley,MN,55432.0,3574.0,6128270340.0,fixmycar@maxiautoservice.com,http://www.bemis.com
63,61.0,Allstate Tree Service,allstatetreeservice,True,True,400 Highway 169 S Ste 800,,Minneapolis,MN,55426.0,1141.0,6128272872.0,ted@brausens.com,https://www.berwaldroofing.com
64,67.0,A B I Financial Corp,abifinancialcorp,False,False,,,,,,,6128272874.0,mharris@rollxvans.com,http://bloomingtonmn.abbeycarpetandfloor.com
65,67.0,Associated Advisory Services,associatedadvisoryservices,False,False,516 W Franklin Ave,,Minneapolis,MN,55405.0,3147.0,6128274749.0,questions@rollxvans.com,http://bloomingtonmn.abbeycarpet.com
66,67.0,"Corporate Benefit Services Of America,Inc.",corporatebenefitservicesofamericainc,False,True,PO Box 16293,,St Louis Park,MN,55416.0,293.0,6128259805.0,sandrews@rollxvans.com,http://www.blcflooring.com
67,67.0,"CBSA Performax, A Meritain Health Company",cbsaperformaxameritainhealthcompany,True,False,1400 Jackson St,,Saint Paul,MN,55117.0,4693.0,6128712505.0,,http://galaxiefloorstores.com
68,67.0,Meritain Health,meritainhealth,False,False,3901 Central Ave NE,,Minneapolis,MN,55421.0,3932.0,6128712506.0,,http://www.bredeexhibitsplus.com
69,70.0,Associated Credit Company,associatedcreditcompany,False,False,,,,,,,6128712507.0,,http://www.brede.com
70,70.0,"Associated Consultants, Inc.",associatedconsultantsinc,True,True,2500 Charles St N,,Saint Paul,MN,55109.0,3038.0,6517750161.0,catholic2@msn.com,http://www.bringlass.com
71,70.0,Associated Consultants of Carico-Box 16293,associatedconsultantsofcaricobox16293,False,False,4820 Minnetonka Blvd Ste 101,,Saint Louis Park,MN,55416.0,2278.0,,pros@armorsecurity.com,
72,70.0,Carico (This is a product),caricothisisaproduct,False,False,,,,,,,,info@bobandcarls.com,http://www.facebook.com/BergstromJewelers
73,70.0,Carico Assoc Ent,caricoassocent,False,False,PO Box 1209,,Minneapolis,MN,55440.0,1209.0,9528844675.0,marketingteam@bergerallied.com,
74,70.0,Carico Products,caricoproducts,False,False,510 Marquette Ave 8th Floor,,Minneapolis,MN,55402.0,1110.0,7632487859.0,info@BesterBros.com,http://www.bmfurnitureonline.com
75,70.0,Oneida Flatware (This is a product),oneidaflatwarethisisaproduct,False,False,426 South St,,Minneapolis,MN,55440.0,,7634494200.0,paull@besterbros.com,https://www.burnsvillevw.com
76,70.0,Regal Cookware (This is a Product),regalcookwarethisisaproduct,False,False,100 S 5th St Ste 600,,Minneapolis,MN,55402.0,1242.0,9525443501.0,info@bolander.com,
77,71.0,Advance Equipment Company,advanceequipmentcompany,False,False,2728 Lyndale Ave S,,Minneapolis,MN,55408.0,1301.0,8664074172.0,,
78,71.0,Advance Shoring Company,advanceshoringcompany,True,True,718 Washington Ave N Ste 100,,Minneapolis,MN,55401.0,1296.0,6129274591.0,tomdbonfe@aol.com,
79,71.0,Advance Specialties Company,advancespecialtiescompany,False,False,,,,,,,8882545899.0,bonfe@aol.com,
80,71.0,"Advance Equipment, Shoring & Specialties Company",advanceequipmentshoringandspecialtiescompany,False,False,7701 York Ave S Ste 200,,Minneapolis,MN,55435.0,5831.0,6127292516.0,,http://www.bachmans.com
81,72.0,Aladdin Pools Inc,aladdinpoolsinc,False,True,4300 Market Pointe Dr Ste 600,,Bloomington,MN,55435.0,5455.0,6127212868.0,,https://www.facebook.com/pages/Basement-Water-Controlled/181275151910046
82,72.0,Aladdin Pool and Spa,aladdinpoolandspa,True,True,4300 Market Pointe Dr # 600,,Minneapolis,MN,55435.0,5455.0,6514836600.0,,http://www.safedrybasement.com
83,73.0,"Andersen Cabinet, Inc.",andersencabinetinc,True,True,2803 Central Ave NE,,Minneapolis,MN,55418.0,2951.0,6513793682.0,,https://www.youtube.com/watch?t=27&v=zb5MSYRT_pk
84,74.0,Apollo Hair Clinic,apollohairclinic,True,True,1310 County Road E W,,Arden Hills,MN,55112.0,3737.0,6517770255.0,,http://www.bluecrossmn.com
85,74.0,Apollo of Minneapolis,apolloofminneapolis,False,False,5979 Rice Creek Pkwy,,Shoreview,MN,55126.0,5021.0,6123330931.0,,http://www.beltmann.com
86,75.0,Asphalt Driveway Company of St Paul,asphaltdrivewaycompanyofstpaul,False,False,6591 Highway 13 W,,Savage,MN,55378.0,1177.0,7633983981.0,office@boehmheatingco.com,http://www.facebook.com/BeltmannRelocation
87,75.0,Asphalt Driveway Co.,asphaltdrivewayco,True,True,,,,,,,6128235600.0,joyces@berwaldroofing.com,http://twitter.com/beltmanngroup
88,77.0,Augsburg Fortress Publishers,augsburgfortresspublishers,True,True,,,,,,,7637868629.0,sundaem@berwaldroofing.com,
89,78.0,Art Materials Inc,artmaterialsinc,True,False,,,,,,,7632201533.0,elizabeths@berwaldroofing.com,http://www.btaapartments.com
90,78.0,Penco Graphic Supply/Artist's,pencographicsupplyartists,False,False,393 Dunlap St N Ste 115,,Saint Paul,MN,55104.0,4364.0,7634799091.0,paulavan@berwaldroofing.com,http://www.browncollege.edu
91,78.0,Penco Artists' Supply Warehouse,pencoartistssupplywarehouse,False,False,2099 Division St N,,North Saint Paul,MN,55109.0,4147.0,9525936511.0,stacym@berwaldroofing.com,http://www.sanfordbrown.edu
92,78.0,"Art Materials, LLC",artmaterialsllc,False,True,7010 6th St N,,Oakdale,MN,55128.0,6146.0,9525460062.0,,https://www.rbhonda.com
93,79.0,Acordia,acordia,False,False,2313 Hennepin Ave,,Minneapolis,MN,55405.0,2740.0,9525410444.0,,https://www.facebook.com/RichfieldBloomingtonHonda
94,79.0,"Acordia of Minnesota, Inc.",acordiaofminnesotainc,False,False,2601 Stevens Ave,,Minneapolis,MN,55408.0,1635.0,8889694675.0,,https://twitter.com/rbhonda
95,79.0,Wells Fargo Insurance Services,wellsfargoinsuranceservices,True,True,107 Central Ave,,Osseo,MN,55369.0,1242.0,8005669305.0,,https://plus.google.com/u/0/101341587337255851302/posts
96,79.0,Wells Fargo Insurance Service,wellsfargoinsuranceservice,False,False,2950 Long Lake Rd,,Saint Paul,MN,55113.0,1000.0,8009252272.0,,
97,81.0,Anderson Automotive Inc,andersonautomotiveinc,False,True,260 Hardman Ave S,,South Saint Paul,MN,55075.0,2454.0,8002426226.0,,https://www.superiorford.com
98,81.0,Maxi Auto Center,maxiautocenter,True,False,PO Box 7216,,Saint Paul,MN,55107.0,216.0,6128717700.0,jodyc@gfloors.biz,
99,,,,,,251 Starkey St,,Saint Paul,MN,55107.0,1821.0,,sanderson@brede.com,http://www.cbburnet.com
100,,,,,,13425 Court House Blvd,,Rosemount,MN,55068.0,2552.0,7637851079.0,dnelson@bringlass.com,
101,,,,,,,,,,,,6517775377.0,,http://lundsandbyerlys.com/
102,84.0,Brausen Enterprises Inc,brausenenterprisesinc,True,True,337 7th St W,,Saint Paul,MN,55102.0,2327.0,6516464247.0,,http://www.invergroveford.com
103,,,,,,,,,,,,9529262737.0,,https://www.barnettauto.com/
104,,,,,,,,,,,,6129912500.0,chuck@bckitchens.com,http://www.brambillasinc.com
105,,,,,,3517 Hennepin Ave,,Minneapolis,MN,55408.0,3887.0,6126761717.0,eabramson@b-and-m-furniture.com,http://www.facebook.com/pages/Brambillas-Inc/191042452283
106,,,,,,1598 Selby Ave,,Saint Paul,MN,55104.0,6292.0,7632191666.0,jay.radue@burnsvillevw.com,
107,,,,,,1040 Highway 110,,Mendota Hts,MN,55120.0,,6512375276.0,cathy.mohler@burnsvillevw.com,
108,,,,,,1259 Scheffer Ave,,Saint Paul,MN,55116.0,1716.0,9529554341.0,bill.johnson@suddath.com,http://www.broadwayrental.com
109,,,,,,1 Neenah Ctr Ste 400,,Neenah,WI,54956.0,3092.0,6122930601.0,bill.johnson@barrettmoving.com,http://www.blainestatebank.com
110,86.0,Associated Leasing/Handicapable Van,associatedleasinghandicapablevan,False,False,2440 Charles St N,,North Saint Paul,MN,55109.0,3080.0,6123303300.0,info@ballardmoving.com,http://www.republicservices.com
111,86.0,Associated Partnership Ltd,associatedpartnershipltd,False,True,9939 Lyndale Ave S,,Bloomington,MN,55420.0,4795.0,6128728088.0,maryann.murphy@suddath.com,http://www.beisselwindows.com
112,86.0,Associated Rollx Vans,associatedrollxvans,False,False,6808 151st St W STE 104,,Apple Valley,MN,55124.0,7282.0,6128275301.0,Brigitt.Berlin@suddath.com,http://www.facebook.com/BeisselWindows
113,86.0,Rollx Vans,rollxvans,True,True,2211 Broadway St NE,,Minneapolis,MN,55413.0,1782.0,6123723100.0,Mike.Nash@suddath.com,http://twitter.com/BeisselWindows
114,,,,,,430 E 1st St,,Boston,MA,2127.0,1320.0,6123333330.0,Michael.Nash@suddath.com,http://www.iverhcarlson.com
115,,,,,,2300 N 2nd St,,Minneapolis,MN,55411.0,2277.0,9528303000.0,legal@suddath.com,
116,,,,,,,,,,,,8003286311.0,marketing@suddath.com,http://www.centralinsulation.net
117,,,,,,,,,,,,6127888686.0,webleads283@suddath.com,http://www.culliganredwing.com
118,,,,,,,,,,,,6127025130.0,,http://www.carlson.com
119,,,,,,2001 Broadway St NE,,Minneapolis,MN,55413.0,1790.0,,info@baberautorepair.com,http://www.goldpoints.com
120,,,,,,4332 Shady Oak Rd S Ste B,,Hopkins,MN,55343.0,4517.0,,cdejarlais@bachmans.com,http://www.cdsdoor.com
121,,,,,,256 7th St E,,Saint Paul,MN,55101.0,2349.0,6514888800.0,bwckevins@gmail.com,
122,,,,,,2117 Charles Ave Ste 9,,Saint Paul,MN,55114.0,1316.0,,Gwen@brookparkrealty.com,http://www.cub.com
123,,,,,,12020 Highway 35W S,,Burnsville,MN,55337.0,1639.0,,,http://www.commerceexpressinc.com
124,,,,,,14700 Buck Hill Rd,,Burnsville,MN,55306.0,4984.0,,,http://www.campustravelmn.com
125,94.0,Associated Hearing,associatedhearing,False,False,14550 Buck Hill Rd,,Burnsville,MN,55306.0,4985.0,9528907851.0,Mike.Peshut@beltmann.com,http://www.centraire.com
126,94.0,Associated Hearing Instruments,associatedhearinginstruments,False,False,7100 Washington Ave S,,Eden Prairie,MN,55344.0,3584.0,8009566668.0,Fred.McPherson@beltmann.com,http://www.custompoolsinc.com
127,94.0,Associated Hearing of Saint Paul,associatedhearingofsaintpaul,False,False,2922 W Service Rd,,Eagan,MN,55121.0,1223.0,9528082766.0,ben.branson@beltmann.com,http://carmichaellynchspong.com
128,94.0,"Associated Hearing of St. Paul, Inc.",associatedhearingofstpaulinc,True,True,,,,,,,,ryan.seabright@beltmann.com,http://carmichaellynch.com
129,95.0,"Affordable Automotive, Inc.",affordableautomotiveinc,True,True,815 S Main St,,Jacksonville,FL,32207.0,9050.0,,lyle.saumweber@beltmann.com,http://www.certainteed.com
130,96.0,Apostolic Publishing Company,apostolicpublishingcompany,True,True,,,,,,,,info@budgetinsulation.com,
131,96.0,C Y Publications,cypublications,False,False,,,,,,,9524316113.0,jmloney@mn.rr.com,http://www.leskemasonry.com
132,96.0,"Catholic Devotional, The",catholicdevotionalthe,False,False,,,,,,,6516462427.0,loneyjm@comcast.net,
133,96.0,"Lutheran Prayerbook, The",lutheranprayerbookthe,False,False,727 Nicollet Mall,,Minneapolis,MN,55402.0,2004.0,6517706400.0,jloney@kleinmanrealty.com,http://www.alexanders.net
134,96.0,Lutheran Message,lutheranmessage,False,False,80 S 8th St Ste 205,,Minneapolis,MN,55402.0,2113.0,6517020086.0,wcowan@browncollege.edu,http://www.metroconcreteraisinginc.com
135,96.0,The Catholic Leader,catholicleader,False,False,12 S 6th St Ste 1125,,Minneapolis,MN,55402.0,1515.0,6517020176.0,aluckie@browncollege.edu,http://www.saabvw.com
136,96.0,The Lutheran Journal,lutheranjournal,False,False,228 Broadway Ave,,Saint Paul Park,MN,55071.0,1895.0,6128704142.0,kbaumeister@browncollege.edu,http://www.schmelzvw.com
137,97.0,A-1 Armor,a1armor,False,False,1690 Hamline Ave N,,Saint Paul,MN,55113.0,6216.0,7634252177.0,EMorris@browncollege.edu,http://www.creative-lighting.com
138,97.0,Armor Alarm Co,armoralarmco,False,False,6010 Lyndale Ave S,,Minneapolis,MN,55419.0,2289.0,8669695040.0,mernst@browncollege.edu,http://www.crystalpierz.com
139,97.0,Armor Lock & Alarm,armorlockandalarm,False,False,21952 Rausch Lake Rd,,Saint Cloud,MN,56301.0,9732.0,6516976288.0,pkraimer@browncollege.edu,http://www.crossroadscollision.com
140,97.0,Armor Lock & Safe,armorlockandsafe,False,False,PO Box 354,,Rockville,MN,56369.0,354.0,,kdavis@sb.brooklyncenter.edu,http://www.carouselautomobiles.com
141,97.0,"Armor Security, Inc.",armorsecurityinc,True,True,600 Highway 169 S,,Minneapolis,MN,55426.0,1205.0,,studentcomplaints@careered.com,http://www.audiminneapolis.com
142,100.0,Bob & Carl's Auto Body,bobandcarlsautobody,True,True,8525 Edinbrook Crossing Ste 101,,Brooklyn Park,MN,55443.0,1995.0,,,https://www.facebook.com/audi
143,,,,,,3535 Blue Cross Rd,,Saint Paul,MN,55122.0,1154.0,6514570825.0,dlesnefsky@rbhonda.com,https://twitter.com/Audi
144,,,,,,2405 8th St S Ste 200,,Moorhead,MN,56560.0,4224.0,6123335101.0,sales@borton.com,
145,103.0,Berger International Inc,bergerinternationalinc,False,False,1303 Chestnut St W,,Virginia,MN,55792.0,,6512246299.0,psutter@borton.com,http://www.culliganbetterwater.com
146,103.0,Berger Transfer & Storage,bergertransferandstorage,False,True,405 W Superior St,,Duluth,MN,55802.0,,,,
147,103.0,Berger Transfer & Storage Agent for Allied Van Lines,bergertransferandstorageagentforalliedvanlines,False,False,1800 Yankee Doodle Rd,,Eagan,MN,55122.0,6200.0,,,http://www.ForsytheAppraisals.com
148,103.0,"Berger Transfer & Storage, Inc.",bergertransferandstorageinc,True,False,1769 Yankee Doodle Rd,,Eagan,MN,55121.0,,,,http://www.conceptgroup.com
149,104.0,"Bester Bros Transfer & Storage Co, Inc.",besterbrostransferandstoragecoinc,True,True,1200 Yankee Doodle Rd,,Eagan,MN,55121.0,,6512247571.0,kylene@brookdaleford.com,http://www.facebook.com/conceptgroupinc
150,105.0,Carl Bolander & Sons Company,carlbolanderandsonscompany,False,False,1301 Chestnut St W,,Virginia,MN,55792.0,3442.0,6512224458.0,todougherty@brookdaleford.com,http://twitter.com/conceptgroupinc
151,105.0,Carl Bolander & Sons LLC,carlbolanderandsonsllc,False,False,2015 Silver Bell Rd,,Eagan,MN,55121.0,,,tgmetcor@gmail.com,http://www.jadeautoservice.com
152,105.0,Bolander & Sons Co.,bolanderandsonsco,False,False,3400 Yankee Dr,Consumer Service Center,Eagan,MN,55121.0,1627.0,,kbwka@aol.com,
153,105.0,SKB Environmental Inc.,skbenvironmentalinc,False,False,1750 Yankee Place,,Eagan,MN,55121.0,,,sales@brookdaleford.com,http://www.campbell-mithun.com/
154,,,,,,4150 2nd St S,,Saint Cloud,MN,56301.0,7314.0,6128275481.0,rabiola@aol.com,http://www.coit.com/minneapolis
155,105.0,"SKB Recycling, LLC",skbrecyclingllc,False,False,802 W 3rd Ave N,,Aurora,MN,55705.0,1283.0,6122236191.0,sclark@superiorford.com,http://www.coit.com/saint-paul
156,106.0,Bonfe's Auto Service & Body Repair,bonfesautoserviceandbodyrepair,False,False,302 N Riverfront Dr,,Mankato,MN,56001.0,500.0,,sales@superiorford.com,http://www.coit.com
157,106.0,"Bonfe's Auto Service, Inc.",bonfesautoserviceinc,True,True,3425 40th Ave NW Ste 106,,Rochester,MN,55901.0,2790.0,,b-stroh@dealeremail.com,
158,,,,,,PO Box 64560,,Saint Paul,MN,55164.0,560.0,,dina@superiorford.com,http://www.conklin.com
159,,,,,,PO Box 77,,Minneapolis,MN,55440.0,77.0,,trabiola@superiorford.com,http://www.cokecce.com
160,,,,,,2480 Long Lake Rd,,Roseville,MN,55113.0,2534.0,,trehman@cbburnet.com,http://www.coca-colacompany.com
161,109.0,"Builders & Remodelers, Inc.",buildersandremodelersinc,True,True,10913 Chatham Ct S,,Burnsville,MN,55337.0,1094.0,,aaron.sorenson@lfhi.com,https://www.commers.com
162,110.0,Boehm Heating,boehmheating,True,False,3401 Colfax Ave S Ste A,,Minneapolis,MN,55408.0,4099.0,6516444990.0,jbauer@invergroveford.com,http://www.culliganstpeter.com/
163,110.0,Boehm Cycling Fitness & Hockey Center,boehmcyclingfitnessandhockeycenter,False,False,1345 Mendota Heights,,Mendota Heights,MN,55120.0,,6516464531.0,,http://www.cabinetpakkitchens.com
164,110.0,"Boehm's, Inc.",boehmsinc,False,True,5951 Earle Brown Drive,,Brooklyn Center,MN,55430.0,,6514542066.0,jack@barnettauto.com,http://www.customcameraservice.com
165,111.0,Bemis Company Inc,bemiscompanyinc,True,True,PO Box 957768,,Hoffman Estates,IL,60195.0,7768.0,6512703782.0,brtransserv@aol.com,http://www.neielectric.com
166,113.0,"Berwald Roofing Company, Inc.",berwaldroofingcompanyinc,True,True,400 W 78th St,,Richfield,MN,55423.0,4090.0,9207274100.0,info@brambillasinc.com,http://www.cargill.com
167,,,,,,5428 Lyndale Ave S,,Minneapolis,MN,55419.0,1786.0,6517777411.0,,http://www.pwcglobal.com
168,114.0,"Bloomington Linoleum & Carpet, Inc",bloomingtonlinoleumandcarpetinc,False,False,905 Hampshire Ave S,,Golden Valley,MN,55426.0,1708.0,9528815825.0,roger@brambillasinc.com,http://www.pwc.com
169,114.0,Galaxie Floor Stores - Bloomington,galaxiefloorstoresbloomington,False,False,2500 County Road 10,,Minneapolis,MN,55430.0,2502.0,9528915100.0,brecosales@comcast.net,http://www.centexhomes.com
