ID,firm_id,company_name,condensed_name,main,legal,full_address,city,state,zip,zip_4,phone,email,url
34,31,American Family Insurance,americanfamilyinsurance,FALSE,FALSE,6600 France Ave S Ste 164 ,Minneapolis,MN,55435,1802,6513390987,cindy.robin@morriesclassiccars.com,http://www.allstatetreemn.com/
35,32,North Land Auto Repair Inc,northlandautorepairinc,TRUE,TRUE,84 S 9th St ,Minneapolis,MN,55402,,6082492111,aiari@aol.com,http://www.cbsainc.com
36,33,Auto Electric Co,autoelectricco,TRUE,TRUE,,,,,,9529334446,info@poolside.biz,http://www.meritain.com
37,34,Allied Hearing Services,alliedhearingservices,TRUE,TRUE,,,,,,8668814318,randerson@poolside.biz,http://www.associatedconsultantsusa.com
38,34,Helix Corporation,helixcorporation,FALSE,FALSE,PO Box 298 ,Shakopee,MN,55379,298,6082424100,dsheridan@poolside.biz,http://www.advancecos.com
39,34,Helix Hearing Care of America,helixhearingcareofamerica,FALSE,FALSE,1725 3rd Ave W ,Shakopee,MN,55379,1018,8006926326,info@animalinnpetresort.net,http://www.andersencabinet.com
40,36,"Anderson Insulation, Inc.",andersoninsulationinc,FALSE,FALSE,6834 11th Ave SW PO Box 1024,Rochester,MN,55902,2500,6127889087,john@abbeymv.com,https://www.apollonowmn.com/
41,36,City Wide Insulation Inc,citywideinsulationinc,TRUE,TRUE,339 8th St NW ,Saint Paul,MN,55112,2745,6122933978,peter@giesecarpet.com,https://www.asphaltdrivewayco.com
42,36,Carnahan City-Wide Insulation Inc,carnahancitywideinsulationinc,FALSE,TRUE,5428 Nicollet Ave ,Minneapolis,MN,55419,1928,,kathy@abbeymv.com,
43,37,All Star Travel Inc,allstartravelinc,TRUE,TRUE,6045 Pillsbury Ave S ,Minneapolis,MN,55419,2328,4506746161,info@allstatetreemn.com,http://www.augsburgfortress.org
44,43,"Aqua City Plumbing, Inc.",aquacityplumbinginc,TRUE,TRUE,7701 Pillsbury Ave S ,Minneapolis,MN,55423,4121,9529290501,lhemmer@cbsainc.com,http://www.artmaterialsonline.com
45,43,Aqua City Plumbing & Heating,aquacityplumbingandheating,FALSE,FALSE,1908 Chicago Ave ,Minneapolis,MN,55404,1928,,cbsaa@cbsainc.com,http://www.artsuppliesonline.com
46,46,AAA Labor,aaalabor,TRUE,TRUE,,,,,,6127241272,,http://www.acordia.com
47,46,AAA Employment Service,aaaemploymentservice,FALSE,FALSE,,,,,,9524451387,khaug@advancecos.com,http://www.wellsfargo.com
49,,,,,,521 W 90th St ,Bloomington,MN,55420,3515,8009579994,mikem@andersencabinet.com,https://www.rollxvans.com
50,,,,,,7400 Wayzata Blvd ,Golden Valley,MN,55426,1673,6516364644,,
52,49,"Andy & George's Auto Service Center, Inc.",andyandgeorgesautoservicecenterinc,TRUE,TRUE,PO Box 24258 ,Minneapolis,MN,55424,258,6123334948,,
53,49,"CNS Enterprises MN, Inc.",cnsenterprisesmninc,FALSE,FALSE,5621 Knox Ave S ,Minneapolis,MN,55419,1505,9528970032,,http://www.armorsecurity.com
54,50,Morrie's Cadillac,morriescadillac,FALSE,TRUE,2904 E 35th St ,Minneapolis,MN,55406,2605,9528819655,rexhanson2003@aol.com,http://www.bobandcarls.com
55,51,Apartment Mart,apartmentmart,TRUE,TRUE,121 County Road C E ,Little Canada,MN,55117,1350,9529425144,state@visi.com,https://www.bergerallied.com
56,53,Alexander's Import Auto Repair,alexandersimportautorepair,TRUE,TRUE,1960 Cliff Lake Rd Ste 126 ,Eagan,MN,55122,2439,9529262845,sales@asphaltdrivewayco.com,http://www.BesterBros.com
57,54,"All Poolside Services, Inc.",allpoolsideservicesinc,TRUE,TRUE,,,,,,9524744277,rchorlton@asphaltdrivewayco.com,http://www.bolander.com
58,54,Poolside,poolside,FALSE,FALSE,1251 Washington Ave N ,Minneapolis,MN,55401,1036,7635459168,credit@augsburgfortress.org,
59,56,Animal Inn Pet Resort & Spa Inc.,animalinnpetresortandspainc,TRUE,TRUE,2222 Highway 10 ,Mounds View,MN,55112,2491,6516991341,rect@augsburgfortress.org,http://www.bonfesauto.com
60,58,Appliance Parts Inc,appliancepartsinc,TRUE,TRUE,,,,,,6516991625,jbrown@artmaterialsonline.com,https://www.buildersandremodelers.com
61,60,Abbey Carpet of Mounds View,abbeycarpetofmoundsview,FALSE,FALSE,7510 Jackson St NE ,Minneapolis,MN,55432,3211,6128226596,keith.burkhardt@wellsfargoservices.com,http://www.BoehmHeatingCo.com
62,60,Giese Carpet LLC,giesecarpetllc,FALSE,FALSE,7600 Highway 65 NE ,Fridley,MN,55432,3574,6128270340,fixmycar@maxiautoservice.com,http://www.bemis.com
63,61,Allstate Tree Service,allstatetreeservice,TRUE,TRUE,400 Highway 169 S Ste 800 ,Minneapolis,MN,55426,1141,6128272872,ted@brausens.com,https://www.berwaldroofing.com
64,67,A B I Financial Corp,abifinancialcorp,FALSE,FALSE,,,,,,6128272874,mharris@rollxvans.com,http://bloomingtonmn.abbeycarpetandfloor.com
65,67,Associated Advisory Services,associatedadvisoryservices,FALSE,FALSE,516 W Franklin Ave ,Minneapolis,MN,55405,3147,6128274749,questions@rollxvans.com,http://bloomingtonmn.abbeycarpet.com
66,67,"Corporate Benefit Services Of America,Inc.",corporatebenefitservicesofamericainc,FALSE,TRUE,PO Box 16293 ,St Louis Park,MN,55416,293,6128259805,sandrews@rollxvans.com,http://www.blcflooring.com
67,67,"CBSA Performax, A Meritain Health Company",cbsaperformaxameritainhealthcompany,TRUE,FALSE,1400 Jackson St ,Saint Paul,MN,55117,4693,6128712505,,http://galaxiefloorstores.com
68,67,Meritain Health,meritainhealth,FALSE,FALSE,3901 Central Ave NE ,Minneapolis,MN,55421,3932,6128712506,,http://www.bredeexhibitsplus.com
69,70,Associated Credit Company,associatedcreditcompany,FALSE,FALSE,,,,,,6128712507,,http://www.brede.com
70,70,"Associated Consultants, Inc.",associatedconsultantsinc,TRUE,TRUE,2500 Charles St N ,Saint Paul,MN,55109,3038,6517750161,catholic2@msn.com,http://www.bringlass.com
71,70,Associated Consultants of Carico-Box 16293,associatedconsultantsofcaricobox16293,FALSE,FALSE,4820 Minnetonka Blvd Ste 101 ,Saint Louis Park,MN,55416,2278,,pros@armorsecurity.com,
72,70,Carico (This is a product),caricothisisaproduct,FALSE,FALSE,,,,,,,info@bobandcarls.com,http://www.facebook.com/BergstromJewelers
73,70,Carico Assoc Ent,caricoassocent,FALSE,FALSE,PO Box 1209 ,Minneapolis,MN,55440,1209,9528844675,marketingteam@bergerallied.com,
74,70,Carico Products,caricoproducts,FALSE,FALSE,510 Marquette Ave 8th Floor ,Minneapolis,MN,55402,1110,7632487859,info@BesterBros.com,http://www.bmfurnitureonline.com
75,70,Oneida Flatware (This is a product),oneidaflatwarethisisaproduct,FALSE,FALSE,426 South St ,Minneapolis,MN,55440,,7634494200,paull@besterbros.com,https://www.burnsvillevw.com
76,70,Regal Cookware (This is a Product),regalcookwarethisisaproduct,FALSE,FALSE,100 S 5th St Ste 600 ,Minneapolis,MN,55402,1242,9525443501,info@bolander.com,
77,71,Advance Equipment Company,advanceequipmentcompany,FALSE,FALSE,2728 Lyndale Ave S ,Minneapolis,MN,55408,1301,8664074172,,
78,71,Advance Shoring Company,advanceshoringcompany,TRUE,TRUE,718 Washington Ave N Ste 100 ,Minneapolis,MN,55401,1296,6129274591,tomdbonfe@aol.com,
79,71,Advance Specialties Company,advancespecialtiescompany,FALSE,FALSE,,,,,,8882545899,bonfe@aol.com,
80,71,"Advance Equipment, Shoring & Specialties Company",advanceequipmentshoringandspecialtiescompany,FALSE,FALSE,7701 York Ave S Ste 200 ,Minneapolis,MN,55435,5831,6127292516,,http://www.bachmans.com
81,72,Aladdin Pools Inc,aladdinpoolsinc,FALSE,TRUE,4300 Market Pointe Dr Ste 600 ,Bloomington,MN,55435,5455,6127212868,,https://www.facebook.com/pages/Basement-Water-Controlled/181275151910046
82,72,Aladdin Pool and Spa,aladdinpoolandspa,TRUE,TRUE,4300 Market Pointe Dr # 600 ,Minneapolis,MN,55435,5455,6514836600,,http://www.safedrybasement.com
83,73,"Andersen Cabinet, Inc.",andersencabinetinc,TRUE,TRUE,2803 Central Ave NE ,Minneapolis,MN,55418,2951,6513793682,,https://www.youtube.com/watch?t=27&v=zb5MSYRT_pk
84,74,Apollo Hair Clinic,apollohairclinic,TRUE,TRUE,1310 County Road E W ,Arden Hills,MN,55112,3737,6517770255,,http://www.bluecrossmn.com
85,74,Apollo of Minneapolis,apolloofminneapolis,FALSE,FALSE,5979 Rice Creek Pkwy ,Shoreview,MN,55126,5021,6123330931,,http://www.beltmann.com
86,75,Asphalt Driveway Company of St Paul,asphaltdrivewaycompanyofstpaul,FALSE,FALSE,6591 Highway 13 W ,Savage,MN,55378,1177,7633983981,office@boehmheatingco.com,http://www.facebook.com/BeltmannRelocation
87,75,Asphalt Driveway Co.,asphaltdrivewayco,TRUE,TRUE,,,,,,6128235600,joyces@berwaldroofing.com,http://twitter.com/beltmanngroup
88,77,Augsburg Fortress Publishers,augsburgfortresspublishers,TRUE,TRUE,,,,,,7637868629,sundaem@berwaldroofing.com,
89,78,Art Materials Inc,artmaterialsinc,TRUE,FALSE,,,,,,7632201533,elizabeths@berwaldroofing.com,http://www.btaapartments.com
90,78,Penco Graphic Supply/Artist's,pencographicsupplyartists,FALSE,FALSE,393 Dunlap St N Ste 115 ,Saint Paul,MN,55104,4364,7634799091,paulavan@berwaldroofing.com,http://www.browncollege.edu
91,78,Penco Artists' Supply Warehouse,pencoartistssupplywarehouse,FALSE,FALSE,2099 Division St N ,North Saint Paul,MN,55109,4147,9525936511,stacym@berwaldroofing.com,http://www.sanfordbrown.edu
92,78,"Art Materials, LLC",artmaterialsllc,FALSE,TRUE,7010 6th St N ,Oakdale,MN,55128,6146,9525460062,,https://www.rbhonda.com
93,79,Acordia,acordia,FALSE,FALSE,2313 Hennepin Ave ,Minneapolis,MN,55405,2740,9525410444,,https://www.facebook.com/RichfieldBloomingtonHonda
94,79,"Acordia of Minnesota, Inc.",acordiaofminnesotainc,FALSE,FALSE,2601 Stevens Ave ,Minneapolis,MN,55408,1635,8889694675,,https://twitter.com/rbhonda
95,79,Wells Fargo Insurance Services,wellsfargoinsuranceservices,TRUE,TRUE,107 Central Ave ,Osseo,MN,55369,1242,8005669305,,https://plus.google.com/u/0/101341587337255851302/posts
96,79,Wells Fargo Insurance Service,wellsfargoinsuranceservice,FALSE,FALSE,2950 Long Lake Rd ,Saint Paul,MN,55113,1000,8009252272,,
97,81,Anderson Automotive Inc,andersonautomotiveinc,FALSE,TRUE,260 Hardman Ave S ,South Saint Paul,MN,55075,2454,8002426226,,https://www.superiorford.com
98,81,Maxi Auto Center,maxiautocenter,TRUE,FALSE,PO Box 7216 ,Saint Paul,MN,55107,216,6128717700,jodyc@gfloors.biz,
99,,,,,,251 Starkey St ,Saint Paul,MN,55107,1821,,sanderson@brede.com,http://www.cbburnet.com
100,,,,,,13425 Court House Blvd ,Rosemount,MN,55068,2552,7637851079,dnelson@bringlass.com,
102,84,Brausen Enterprises Inc,brausenenterprisesinc,TRUE,TRUE,337 7th St W ,Saint Paul,MN,55102,2327,6516464247,,http://www.invergroveford.com
105,,,,,,3517 Hennepin Ave ,Minneapolis,MN,55408,3887,6126761717,eabramson@b-and-m-furniture.com,http://www.facebook.com/pages/Brambillas-Inc/191042452283
106,,,,,,1598 Selby Ave ,Saint Paul,MN,55104,6292,7632191666,jay.radue@burnsvillevw.com,
107,,,,,,1040 Highway 110 ,Mendota Hts,MN,55120,,6512375276,cathy.mohler@burnsvillevw.com,
108,,,,,,1259 Scheffer Ave ,Saint Paul,MN,55116,1716,9529554341,bill.johnson@suddath.com,http://www.broadwayrental.com
109,,,,,,1 Neenah Ctr Ste 400 ,Neenah,WI,54956,3092,6122930601,bill.johnson@barrettmoving.com,http://www.blainestatebank.com
110,86,Associated Leasing/Handicapable Van,associatedleasinghandicapablevan,FALSE,FALSE,2440 Charles St N ,North Saint Paul,MN,55109,3080,6123303300,info@ballardmoving.com,http://www.republicservices.com
111,86,Associated Partnership Ltd,associatedpartnershipltd,FALSE,TRUE,9939 Lyndale Ave S ,Bloomington,MN,55420,4795,6128728088,maryann.murphy@suddath.com,http://www.beisselwindows.com
112,86,Associated Rollx Vans,associatedrollxvans,FALSE,FALSE,6808 151st St W STE 104 ,Apple Valley,MN,55124,7282,6128275301,Brigitt.Berlin@suddath.com,http://www.facebook.com/BeisselWindows
113,86,Rollx Vans,rollxvans,TRUE,TRUE,2211 Broadway St NE ,Minneapolis,MN,55413,1782,6123723100,Mike.Nash@suddath.com,http://twitter.com/BeisselWindows
114,,,,,,430 E 1st St ,Boston,MA,2127,1320,6123333330,Michael.Nash@suddath.com,http://www.iverhcarlson.com
115,,,,,,2300 N 2nd St ,Minneapolis,MN,55411,2277,9528303000,legal@suddath.com,
119,,,,,,2001 Broadway St NE ,Minneapolis,MN,55413,1790,,info@baberautorepair.com,http://www.goldpoints.com
120,,,,,,4332 Shady Oak Rd S Ste B ,Hopkins,MN,55343,4517,,cdejarlais@bachmans.com,http://www.cdsdoor.com
121,,,,,,256 7th St E ,Saint Paul,MN,55101,2349,6514888800,bwckevins@gmail.com,
122,,,,,,2117 Charles Ave Ste 9 ,Saint Paul,MN,55114,1316,,Gwen@brookparkrealty.com,http://www.cub.com
123,,,,,,12020 Highway 35W S ,Burnsville,MN,55337,1639,,,http://www.commerceexpressinc.com
124,,,,,,14700 Buck Hill Rd ,Burnsville,MN,55306,4984,,,http://www.campustravelmn.com
125,94,Associated Hearing,associatedhearing,FALSE,FALSE,14550 Buck Hill Rd ,Burnsville,MN,55306,4985,9528907851,Mike.Peshut@beltmann.com,http://www.centraire.com
126,94,Associated Hearing Instruments,associatedhearinginstruments,FALSE,FALSE,7100 Washington Ave S ,Eden Prairie,MN,55344,3584,8009566668,Fred.McPherson@beltmann.com,http://www.custompoolsinc.com
127,94,Associated Hearing of Saint Paul,associatedhearingofsaintpaul,FALSE,FALSE,2922 W Service Rd ,Eagan,MN,55121,1223,9528082766,ben.branson@beltmann.com,http://carmichaellynchspong.com
128,94,"Associated Hearing of St. Paul, Inc.",associatedhearingofstpaulinc,TRUE,TRUE,,,,,,,ryan.seabright@beltmann.com,http://carmichaellynch.com
129,95,"Affordable Automotive, Inc.",affordableautomotiveinc,TRUE,TRUE,815 S Main St ,Jacksonville,FL,32207,9050,,lyle.saumweber@beltmann.com,http://www.certainteed.com
130,96,Apostolic Publishing Company,apostolicpublishingcompany,TRUE,TRUE,,,,,,,info@budgetinsulation.com,
131,96,C Y Publications,cypublications,FALSE,FALSE,,,,,,9524316113,jmloney@mn.rr.com,http://www.leskemasonry.com
132,96,"Catholic Devotional, The",catholicdevotionalthe,FALSE,FALSE,,,,,,6516462427,loneyjm@comcast.net,
133,96,"Lutheran Prayerbook, The",lutheranprayerbookthe,FALSE,FALSE,727 Nicollet Mall ,Minneapolis,MN,55402,2004,6517706400,jloney@kleinmanrealty.com,http://www.alexanders.net
134,96,Lutheran Message,lutheranmessage,FALSE,FALSE,80 S 8th St Ste 205 ,Minneapolis,MN,55402,2113,6517020086,wcowan@browncollege.edu,http://www.metroconcreteraisinginc.com
135,96,The Catholic Leader,catholicleader,FALSE,FALSE,12 S 6th St Ste 1125 ,Minneapolis,MN,55402,1515,6517020176,aluckie@browncollege.edu,http://www.saabvw.com
136,96,The Lutheran Journal,lutheranjournal,FALSE,FALSE,228 Broadway Ave ,Saint Paul Park,MN,55071,1895,6128704142,kbaumeister@browncollege.edu,http://www.schmelzvw.com
137,97,A-1 Armor,a1armor,FALSE,FALSE,1690 Hamline Ave N ,Saint Paul,MN,55113,6216,7634252177,EMorris@browncollege.edu,http://www.creative-lighting.com
138,97,Armor Alarm Co,armoralarmco,FALSE,FALSE,6010 Lyndale Ave S ,Minneapolis,MN,55419,2289,8669695040,mernst@browncollege.edu,http://www.crystalpierz.com
139,97,Armor Lock & Alarm,armorlockandalarm,FALSE,FALSE,21952 Rausch Lake Rd ,Saint Cloud,MN,56301,9732,6516976288,pkraimer@browncollege.edu,http://www.crossroadscollision.com
140,97,Armor Lock & Safe,armorlockandsafe,FALSE,FALSE,PO Box 354 ,Rockville,MN,56369,354,,kdavis@sb.brooklyncenter.edu,http://www.carouselautomobiles.com
141,97,"Armor Security, Inc.",armorsecurityinc,TRUE,TRUE,600 Highway 169 S ,Minneapolis,MN,55426,1205,,studentcomplaints@careered.com,http://www.audiminneapolis.com
142,100,Bob & Carl's Auto Body,bobandcarlsautobody,TRUE,TRUE,8525 Edinbrook Crossing Ste 101 ,Brooklyn Park,MN,55443,1995,,,https://www.facebook.com/audi
143,,,,,,3535 Blue Cross Rd ,Saint Paul,MN,55122,1154,6514570825,dlesnefsky@rbhonda.com,https://twitter.com/Audi
144,,,,,,2405 8th St S Ste 200 ,Moorhead,MN,56560,4224,6123335101,sales@borton.com,
145,103,Berger International Inc,bergerinternationalinc,FALSE,FALSE,1303 Chestnut St W ,Virginia,MN,55792,,6512246299,psutter@borton.com,http://www.culliganbetterwater.com
146,103,Berger Transfer & Storage,bergertransferandstorage,FALSE,TRUE,405 W Superior St ,Duluth,MN,55802,,,,
147,103,Berger Transfer & Storage Agent for Allied Van Lines,bergertransferandstorageagentforalliedvanlines,FALSE,FALSE,1800 Yankee Doodle Rd ,Eagan,MN,55122,6200,,,http://www.ForsytheAppraisals.com
148,103,"Berger Transfer & Storage, Inc.",bergertransferandstorageinc,TRUE,FALSE,1769 Yankee Doodle Rd ,Eagan,MN,55121,,,,http://www.conceptgroup.com
149,104,"Bester Bros Transfer & Storage Co, Inc.",besterbrostransferandstoragecoinc,TRUE,TRUE,1200 Yankee Doodle Rd ,Eagan,MN,55121,,6512247571,kylene@brookdaleford.com,http://www.facebook.com/conceptgroupinc
150,105,Carl Bolander & Sons Company,carlbolanderandsonscompany,FALSE,FALSE,1301 Chestnut St W ,Virginia,MN,55792,3442,6512224458,todougherty@brookdaleford.com,http://twitter.com/conceptgroupinc
151,105,Carl Bolander & Sons LLC,carlbolanderandsonsllc,FALSE,FALSE,2015 Silver Bell Rd ,Eagan,MN,55121,,,tgmetcor@gmail.com,http://www.jadeautoservice.com
152,105,Bolander & Sons Co.,bolanderandsonsco,FALSE,FALSE,3400 Yankee Dr Consumer Service Center,Eagan,MN,55121,1627,,kbwka@aol.com,
153,105,SKB Environmental Inc.,skbenvironmentalinc,FALSE,FALSE,1750 Yankee Place ,Eagan,MN,55121,,,sales@brookdaleford.com,http://www.campbell-mithun.com/
154,,,,,,4150 2nd St S ,Saint Cloud,MN,56301,7314,6128275481,rabiola@aol.com,http://www.coit.com/minneapolis
155,105,"SKB Recycling, LLC",skbrecyclingllc,FALSE,FALSE,802 W 3rd Ave N ,Aurora,MN,55705,1283,6122236191,sclark@superiorford.com,http://www.coit.com/saint-paul
156,106,Bonfe's Auto Service & Body Repair,bonfesautoserviceandbodyrepair,FALSE,FALSE,302 N Riverfront Dr ,Mankato,MN,56001,500,,sales@superiorford.com,http://www.coit.com
157,106,"Bonfe's Auto Service, Inc.",bonfesautoserviceinc,TRUE,TRUE,3425 40th Ave NW Ste 106 ,Rochester,MN,55901,2790,,b-stroh@dealeremail.com,
158,,,,,,PO Box 64560 ,Saint Paul,MN,55164,560,,dina@superiorford.com,http://www.conklin.com
159,,,,,,PO Box 77 ,Minneapolis,MN,55440,77,,trabiola@superiorford.com,http://www.cokecce.com
160,,,,,,2480 Long Lake Rd ,Roseville,MN,55113,2534,,trehman@cbburnet.com,http://www.coca-colacompany.com
161,109,"Builders & Remodelers, Inc.",buildersandremodelersinc,TRUE,TRUE,10913 Chatham Ct S ,Burnsville,MN,55337,1094,,aaron.sorenson@lfhi.com,https://www.commers.com
162,110,Boehm Heating,boehmheating,TRUE,FALSE,3401 Colfax Ave S Ste A ,Minneapolis,MN,55408,4099,6516444990,jbauer@invergroveford.com,http://www.culliganstpeter.com/
163,110,Boehm Cycling Fitness & Hockey Center,boehmcyclingfitnessandhockeycenter,FALSE,FALSE,1345 Mendota Heights ,Mendota Heights,MN,55120,,6516464531,,http://www.cabinetpakkitchens.com
164,110,"Boehm's, Inc.",boehmsinc,FALSE,TRUE,5951 Earle Brown Drive ,Brooklyn Center,MN,55430,,6514542066,jack@barnettauto.com,http://www.customcameraservice.com
165,111,Bemis Company Inc,bemiscompanyinc,TRUE,TRUE,PO Box 957768 ,Hoffman Estates,IL,60195,7768,6512703782,brtransserv@aol.com,http://www.neielectric.com
166,113,"Berwald Roofing Company, Inc.",berwaldroofingcompanyinc,TRUE,TRUE,400 W 78th St ,Richfield,MN,55423,4090,9207274100,info@brambillasinc.com,http://www.cargill.com
167,,,,,,5428 Lyndale Ave S ,Minneapolis,MN,55419,1786,6517777411,,http://www.pwcglobal.com
168,114,"Bloomington Linoleum & Carpet, Inc",bloomingtonlinoleumandcarpetinc,FALSE,FALSE,905 Hampshire Ave S ,Golden Valley,MN,55426,1708,9528815825,roger@brambillasinc.com,http://www.pwc.com
169,114,Galaxie Floor Stores - Bloomington,galaxiefloorstoresbloomington,FALSE,FALSE,2500 County Road 10 ,Minneapolis,MN,55430,2502,9528915100,brecosales@comcast.net,http://www.centexhomes.com
170,114,"Abbey Decorating Center, Inc",abbeydecoratingcenterinc,FALSE,TRUE,9700 56th Ave N ,Plymouth,MN,55442,1698,6123786570,gsmbre@comcast.net,http://www.centex.com
171,114,Galaxie Floor Stores - Apple Valley,galaxiefloorstoresapplevalley,FALSE,FALSE,Highway 169 & County Rd. 10 ,Plymouth,MN,55442,,6123314540,guy@broadwayrental.com,http://www.carvergeneralrepair.com
172,114,Bloomington Carpet and Floor,bloomingtoncarpetandfloor,FALSE,FALSE,7550 France Ave S STE 300 ,Edina,MN,55435,5292,8008883976,,http://cherokeesvc.com
173,114,Galaxie Floor Stores,galaxiefloorstores,TRUE,FALSE,7171 France Ave S ,Minneapolis,MN,55435,4379,6123786564,,http://www.coatestrailers.com
174,114,Abbey Decorating Center,abbeydecoratingcenter,FALSE,FALSE,800 W 78th St ,Chanhassen,MN,55317,9578,6125299671,,http://www.genesis-computer.com
175,115,Brede Exposition Services,bredeexpositionservices,FALSE,FALSE,5725 Duluth St ,Minneapolis,MN,55422,4035,8004584003,jeff@beisselwindows.com,
